sentiment,content
1,shout sanjeev thank first follower twitter
0,loved sun today love black suit black top plus train tube get meeting back need shop summer
1,chillin christina diana
1,annalisaceccato hey thanks mate cool coz watched it
1,got home dinner mommy new grandma rather hollywood right
1,cadistra ah brilliant thanks bunch
0,fuuudge movie store closed
1,davidarchie awoooogahhhhhh heheee hope get decently priced breakfast real quick david
0,excited visited twin best friend dinner star gazing movie cool http gykd net
1,happy star war day im going make pasta get showered dressed watch film like day off day
1,somebody smuggle sydney slave eternity
0,much blog time
0,back park sunburnt cant wait totallywiredm night and gonna get smashed bein sober jst wnt b fun
0,movietfan well completely lame sorry dude
0,mjh know man day pulling bed
1,woke hiccup came back
0,eminem can t wait that recently bought metallia guitar hero cant play coz sony tv went kaput
0,mspixieriot suck wish could get cheaper montreal there s cool shop carry there
0,maidmirawyn supposed go tomorrow tooooo use gas ticket money pay car inspection fee
0,babymakes no lost link sent pull battery
1,macpowell awake happy
1,normabecerra washer se chingo ha ha busting grandma lucia waaaaay back early s lol
1,snl hosted justin timberlake start now woohoo
0,apstylebook know need thing life constant
1,diamond compï¿½tition yaayy tomorow diamond dance best still montrï¿½al
1,usual two family party today happy birthday lily http twitpic com w
0,could message cheer robynlouise leahstakes misskeribaby jewlear celenko sarahbeeny beverleyknight
1,lilcdawg run cpt
1,http twitpic com wgoi bus boy poet ordering medici white chocolate banana bread pudding kspidel
0,birdsall sorry that got behind follower still catching up follow folk including
0,kvbuckley know enough sotomayor made big boo boo talking making law know branch do
0,already miss cmontecillo
0,andypiper aquired new oppertunity sorry support mac tell
0,saying good bye ronald today difficult sad well miss yuu
1,jimmymarsh awesome job last night
1,thefifthsister happy came said hi twas nice meet indeed thanks much coming talking
1,christian mobile directory running month old visit http tiny cc caribdir
1,sang quot shine quot newsboy car hollyewallace holla
1,watching video facebook make feel like biggest creep guess am also tweet woohoo
0,home ill work man flu hell
0,lonely need company
1,mizhalle http blip fm jbp
0,sunflower seed dude say
0,rip big cup miss
1,hey elliotcole thank much followfriday failed miserably get list together week
0,bed bed bed samuelasanders never answer text anymore thought day sent one never heard back sad day
0,made little cover iphone bird upside back http twitpic com tp amp http http bit ly fjeam
0,wish get least day off row day enough rest day on day off day on day off ugh
0,waiting table exhausting foot sore note self never become waitress also kudos george awesome tri tip
0,yan ming affascinare gg summer sch though attachment yan go see blog check msn ask kinny
0,smart car worthless car ever made amp make sad many see anymore
0,good mood mama s away si can t talk either boy can t see weekend planned
0,prncsztalia hate me
1,rosiecosy thanks sympathy bad hour ago started thinking appointment tomorrow
0,can t bothered working tomorrow
1,jenrolton awwwww would virtual high five make better
1,jmascia yay found u great time tonight
0,andyschwartz nah actually sleep data recovery place called woke
1,everraven figured bouncing
1,tagscats thanks know happens awhile
0,sorry tweet bgt poor wonderful crazy weird greg fair silly little girl never going cope urgh fair
0,thebeckyanne giving si show crib sunday incredible jewelry designer gone
1,merlene cool figure tweeter club
1,msnewappearance hey thanx following me follow
0,vagabonddandy bad
0,moving nothing accessible camera broken kitchen stuff box internet make hard cook blog get brooklyn
0,loving new skype especially someone like life half world away home
1,bluevolvic awesome keep look it
0,get boy doc persistent cough good http plurk com p xt
0,coecobroker still recall helpful way back struggled ar contest question
1,magic rafi singing shammi kapoor
0,watching jimmy f delete social network profile jimmy cyber time
1,breakfastnews ets endoscopic thoracic sympathectomy invaluable surgical procedure
0,missed justin snl aghhh started love again yes one week
0,saying goodbye papa
1,ton fun w muffin today
0,disappointment really suck getting used it
1,teacherpaddy hey padster it s dirt track thx info got mile
0,sweet dream i m tired excited might actually get golf morning family tradition
0,bed rest weekend next week neomonia suck
0,sashaostrikoff miss
1,morganmartinez dream hanging friend good woke there
0,found book starting real paper bound journal tonight annoying zit lip make look like herpes
1,goooooood morning
0,sara luna everything donï¿½t know explain simply itï¿½s patetic
1,marykayte lucky still want blue one
1,walkaboutgroup fun guy day behind
1,best lazy really productive day ever many option lay ahead me job prioritize thank u universe luv dd
1,commander cool yep here s hoping
1,mrmarketingman thanks movie review
0,nicsey snap know feeling well
0,dreading hearing even worse news tonight
0,okay feel really sick
1,way home ny then sleeping
1,well bed cant wait party mother s day like hour
0,school tired didnt hear text last night lol still tired love jesus christ
1,bank holiday happy know clap hand
1,happy mother day
1,maxcarver hey im fan new zealand loving show even tho soooo behind episode haha keep good work
0,hot thermometer showing c moment
1,werewolfseth well must say lucky you guess mean chillin concert huh
0,neo kryptik usual application checking status reading stuff that s wel arbit etc
0,meiko time morning go way across town take pic so sad
1,jackieshimamoto love cobra starship thanks suggestion
0,fell think knee broken look fabulous
1,emma bmth also want attend tafe gig asked mum soundwave like hmmm possibly probably mean yes
1,shortyyyy curtain two rug make bathing exciting hahaha
1,happy mother day mom
1,break packing watching office pam quot i woken up look cute that s knew meant it quot
0,greg pritchard robbed place final bgt cry baby bitch face got instead
0,saranw thank you know happy sad all time know that got quot the right stuff quot
1,okay really going now stop making laugh like that
1,light bike sound good hahaha
0,justwatched depressing episode jon kate ever i actually almost cried
1,skybluetom ha ha thanks tom loser hopefully going nd june till rd july what date u goin u missing helen x
0,afey umm abt comment like p quot i dont like this quot
1,juicebox know annoying be there german saying pleasant anticipation greatest pleasure own translation
1,miss mcfly last night much front row centre danny making laugh much lol
1,jtsui wish could sat thats super busy day sunday perhaps playing football dolores park too youre welcome come hang
0,so woke time work boo
0,mfarrugia never good platform game
1,roflwolf yeah basically awesome
0,stuck long as traffic motorway i m gonna get home pm tired
1,m delamerced judge answer fid duty tort lawyer u r good this it like oj trial done
0,torilovesbradie last thursday yesterday suck missed lunch time ox
0,shower taken room right bed yeasterday shower balcony sea wiew bit nicer
1,quot nappy s quot da new quot n quot word by da way ilove quot nappy quot braid igot quot hang time quot homie lol
1,happy mother s dayyyy
0,want face somatic drawing david lanham want leopard theme somatic theme im sad im big fan
1,waking early go gym
1,hey star sending florida sunshine way supertramp ï¿½ raining ï¿½ djdolcevita m http blip fm jucn
1,long day work stood home sleeping another long day work tomorrow amp happy mother day mother
1,enjoying lazying around eating rose chocolate x
1,silverarcheress ah ok thank youuuuuu
0,cd player car broken much listening kidz bop happy meal cd
0,eeks wish nowww grrrrrrr
1,bertgoethals cool used live house left place always something going p
1,starryeyedsoul meeeee sound delicious
0,ugh id better get work
0,bad day
1,drew haha want another bagel blueberry cream cheese left bagel
0,beateveronica jealous would love deer steak one downside almost vegetarian carnivore living together
1,ceramicheart heart sings
1,cassowaryjewel excellent point
1,liking window release candidate far also liking new video card terabyte harddisk
0,accounting class detention
0,kyle newman called sold out bummer next time
1,want watch naruto shippuuden missed episode
0,impala guy hello iï¿½m back hope happens occasionally wednesday
0,going engagement party tommorrow night mine not stepping soapbox
1,mcflyyerr yeah that s trueee can t wait till tour dvd come out tour epic backstage material hilarious
0,mile away
1,mathewdavid iknowww many people know tho like keep little secret
1,bloodhoundgang aww that s awesome good guy
0,yasminegalenorn depressed already isnt want book
0,happy dont know reason
1,elysion make friend real life internet ever level people comfortable with
1,delicious sushi niko niko vermont hollywood mm
